[0.015s][info][gc,init] CardTable entry size: 512
[3.417s][info][gc,heap     ] GC(7) Archive regions: 0->0
[3.417s][info][gc,heap     ] GC(7) Humongous regions: 11->11
[3.417s][info][gc,metaspace] GC(7) Metaspace: 5406K(5632K)->5406K(5632K) NonClass: 4980K(5120K)->4980K(5120K) Class: 426K(512K)->426K(512K)
[3.417s][info][gc          ] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 344M->185M(2048M) 14.307ms
[3.417s][info][gc,cpu      ] GC(7) User=0.14s Sys=0.39s Real=0.02s
[5.230s][info][gc,start    ] GC(8) Pause Young (Normal) (G1 Evacuation Pause)
[5.231s][info][gc,task     ] GC(8) Using 33 workers of 33 for evacuation
[5.269s][info][gc,phases   ] GC(8)   Pre Evacuate Collection Set: 0.3ms
[5.269s][info][gc,phases   ] GC(8)   Merge Heap Roots: 0.9ms
[5.269s][info][gc,phases   ] GC(8)   Evacuate Collection Set: 35.6ms
[5.269s][info][gc,phases   ] GC(8)   Post Evacuate Collection Set: 1.3ms
[5.269s][info][gc,phases   ] GC(8)   Other: 0.5ms
[5.269s][info][gc,heap     ] GC(8) Eden regions: 814->0(521)
[5.269s][info][gc,heap     ] GC(8) Survivor regions: 8->68(103)
[5.269s][info][gc,heap     ] GC(8) Old regions: 167->167
[5.269s][info][gc,heap     ] GC(8) Archive regions: 0->0
[5.269s][info][gc,heap     ] GC(8) Humongous regions: 29->29
[5.269s][info][gc,metaspace] GC(8) Metaspace: 5464K(5632K)->5464K(5632K) NonClass: 5038K(5120K)->5038K(5120K) Class: 426K(512K)->426K(512K)
[5.269s][info][gc          ] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 1017M->263M(2048M) 38.907ms
[5.269s][info][gc,cpu      ] GC(8) User=0.50s Sys=0.53s Real=0.03s
[5.341s][info][gc,start    ] GC(9) Pause Full (System.gc())
[5.341s][info][gc,task     ] GC(9) Using 33 workers of 33 for full compaction
[5.343s][info][gc,phases,start] GC(9) Phase 1: Mark live objects
[5.383s][info][gc,phases      ] GC(9) Phase 1: Mark live objects 39.478ms
[5.383s][info][gc,phases,start] GC(9) Phase 2: Prepare compaction
[5.394s][info][gc,phases      ] GC(9) Phase 2: Prepare compaction 11.015ms
[5.394s][info][gc,phases,start] GC(9) Phase 3: Adjust pointers
[5.406s][info][gc,phases      ] GC(9) Phase 3: Adjust pointers 12.183ms
[5.406s][info][gc,phases,start] GC(9) Phase 4: Compact heap
[5.412s][info][gc,phases      ] GC(9) Phase 4: Compact heap 6.052ms
[5.437s][info][gc,heap        ] GC(9) Eden regions: 49->0(343)
[5.437s][info][gc,heap        ] GC(9) Survivor regions: 68->0(103)
[5.437s][info][gc,heap        ] GC(9) Old regions: 167->185
[5.437s][info][gc,heap        ] GC(9) Archive regions: 0->0
[5.437s][info][gc,heap        ] GC(9) Humongous regions: 29->5
[5.437s][info][gc,metaspace   ] GC(9) Metaspace: 5522K(5696K)->5522K(5696K) NonClass: 5091K(5184K)->5091K(5184K) Class: 430K(512K)->430K(512K)
[5.437s][info][gc             ] GC(9) Pause Full (System.gc()) 311M->173M(634M) 95.997ms
[5.437s][info][gc,cpu         ] GC(9) User=2.08s Sys=0.03s Real=0.09s
[10.901s][info][gc,start       ] GC(10) Pause Young (Normal) (G1 Evacuation Pause)
[10.901s][info][gc,task        ] GC(10) Using 24 workers of 33 for evacuation
[10.919s][info][gc,phases      ] GC(10)   Pre Evacuate Collection Set: 0.2ms
[10.919s][info][gc,phases      ] GC(10)   Merge Heap Roots: 0.4ms
[10.919s][info][gc,phases      ] GC(10)   Evacuate Collection Set: 17.3ms
[10.919s][info][gc,phases      ] GC(10)   Post Evacuate Collection Set: 0.7ms
[10.919s][info][gc,phases      ] GC(10)   Other: 0.1ms
[10.919s][info][gc,heap        ] GC(10) Eden regions: 343->0(286)
[10.919s][info][gc,heap        ] GC(10) Survivor regions: 0->39(43)
[10.919s][info][gc,heap        ] GC(10) Old regions: 185->185
[10.919s][info][gc,heap        ] GC(10) Archive regions: 0->0
[10.919s][info][gc,heap        ] GC(10) Humongous regions: 12->12
[10.920s][info][gc,metaspace   ] GC(10) Metaspace: 6075K(6336K)->6075K(6336K) NonClass: 5632K(5760K)->5632K(5760K) Class: 442K(576K)->442K(576K)
[10.920s][info][gc             ] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 523M->218M(634M) 18.921ms
[10.920s][info][gc,cpu         ] GC(10) User=0.34s Sys=0.05s Real=0.03s
[11.071s][info][gc,heap,exit   ] Heap
[11.071s][info][gc,heap,exit   ]  garbage-first heap   total 649216K, used 352166K [0x0000000080000000, 0x0000000100000000)
[11.071s][info][gc,heap,exit   ]   region size 1024K, 164 young (167936K), 39 survivors (39936K)
[11.071s][info][gc,heap,exit   ]  Metaspace       used 6117K, committed 6400K, reserved 1114112K
[11.071s][info][gc,heap,exit   ]   class space    used 448K, committed 576K, reserved 1048576K
